0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.604294478527607370e-02,3.374233128834355777e-02,3.220858895705521613e-02,4.831288343558282072e-02,5.138036809815951095e-02,5.061349693251533666e-02,5.828220858895705181e-02,4.294478527607362150e-02
9.662576687116564145e-02,3.527607361963189941e-02,3.220858895705521613e-02,4.831288343558282072e-02,5.138036809815951095e-02,5.521472392638036852e-02,5.828220858895705181e-02,4.294478527607362150e-02
9.662576687116564145e-02,6.901840490797546412e-02,3.220858895705521613e-02,6.901840490797546412e-02,6.441717791411043226e-02,6.901840490797546412e-02,1.526073619631901912e-01,4.294478527607362150e-02
9.662576687116564145e-02,6.901840490797546412e-02,2.300613496932515240e-02,7.822085889570552786e-02,6.518404907975459961e-02,6.901840490797546412e-02,1.526073619631901912e-01,4.371165644171778886e-02
9.662576687116564145e-02,6.901840490797546412e-02,3.220858895705521613e-02,7.822085889570552786e-02,6.518404907975459961e-02,6.901840490797546412e-02,1.587423312883435578e-01,6.441717791411043226e-02
9.662576687116564145e-02,7.055214723926379883e-02,3.220858895705521613e-02,7.822085889570552786e-02,6.365030674846625103e-02,6.901840490797546412e-02,4.907975460122699363e-01,6.441717791411043226e-02
9.662576687116564145e-02,1.173312883435582848e-01,3.604294478527607370e-02,7.822085889570552786e-02,6.595092024539876696e-02,6.901840490797546412e-02,4.907975460122699363e-01,6.441717791411043226e-02
9.432515337423312551e-02,1.372699386503067609e-01,6.671779141104294819e-02,7.822085889570552786e-02,6.595092024539876696e-02,6.901840490797546412e-02,4.907975460122699363e-01,4.371165644171778886e-02
9.432515337423312551e-02,1.372699386503067609e-01,7.131901840490798006e-02,7.822085889570552786e-02,6.595092024539876696e-02,6.901840490797546412e-02,4.907975460122699363e-01,4.601226993865030479e-02
9.432515337423312551e-02,6.901840490797546412e-02,7.131901840490798006e-02,7.822085889570552786e-02,6.595092024539876696e-02,6.901840490797546412e-02,4.907975460122699363e-01,4.601226993865030479e-02
9.662576687116564145e-02,6.901840490797546412e-02,7.131901840490798006e-02,7.822085889570552786e-02,6.671779141104294819e-02,6.901840490797546412e-02,4.907975460122699363e-01,6.288343558282208368e-02
9.662576687116564145e-02,6.901840490797546412e-02,7.131901840490798006e-02,7.822085889570552786e-02,6.671779141104294819e-02,6.901840490797546412e-02,4.907975460122699363e-01,6.288343558282208368e-02
9.662576687116564145e-02,6.901840490797546412e-02,7.131901840490798006e-02,7.822085889570552786e-02,6.671779141104294819e-02,6.901840490797546412e-02,4.907975460122699363e-01,6.288343558282208368e-02
9.662576687116564145e-02,6.901840490797546412e-02,7.592024539877301192e-02,7.822085889570552786e-02,6.671779141104294819e-02,6.901840490797546412e-02,4.907975460122699363e-01,6.288343558282208368e-02
9.662576687116564145e-02,6.901840490797546412e-02,7.592024539877301192e-02,7.822085889570552786e-02,6.671779141104294819e-02,6.901840490797546412e-02,2.177914110429447769e-01,6.288343558282208368e-02
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,7.822085889570552786e-02,6.671779141104294819e-02,6.901840490797546412e-02,2.177914110429447769e-01,7.208588957055214741e-02
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,7.822085889570552786e-02,6.748466257668711554e-02,6.901840490797546412e-02,2.185582822085889443e-01,7.208588957055214741e-02
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,7.822085889570552786e-02,6.671779141104294819e-02,6.901840490797546412e-02,2.177914110429447769e-01,1.211656441717791355e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,8.972392638036809365e-02,6.671779141104294819e-02,6.901840490797546412e-02,2.177914110429447769e-01,1.211656441717791355e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,8.972392638036809365e-02,6.671779141104294819e-02,6.901840490797546412e-02,2.177914110429447769e-01,1.211656441717791355e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,8.972392638036809365e-02,6.748466257668711554e-02,7.131901840490798006e-02,2.177914110429447769e-01,1.211656441717791355e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,8.972392638036809365e-02,6.748466257668711554e-02,7.131901840490798006e-02,2.231595092024539762e-01,1.633435582822085896e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,8.972392638036809365e-02,7.745398773006134663e-02,1.595092024539877251e-01,2.315950920245398725e-01,1.733128834355828207e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,8.972392638036809365e-02,7.745398773006134663e-02,1.595092024539877251e-01,2.315950920245398725e-01,1.733128834355828207e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.664110429447852868e-01,2.315950920245398725e-01,1.710122699386503187e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.664110429447852868e-01,2.300613496932515378e-01,1.710122699386503187e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.671779141104294542e-01,2.315950920245398725e-01,1.710122699386503187e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.671779141104294542e-01,2.937116564417178166e-01,1.733128834355828207e-01
9.892638036809815738e-02,6.901840490797546412e-02,7.592024539877301192e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.671779141104294542e-01,2.937116564417178166e-01,1.733128834355828207e-01
9.892638036809815738e-02,1.664110429447852868e-01,7.822085889570552786e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.848159509202453865e-01,2.944785276073619840e-01,2.116564417177914104e-01
9.892638036809815738e-02,1.664110429447852868e-01,7.822085889570552786e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.802147239263803546e-01,3.182515337423312829e-01,2.139570552147239402e-01
9.892638036809815738e-02,1.687116564417177889e-01,7.822085889570552786e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.802147239263803546e-01,3.182515337423312829e-01,2.162576687116564422e-01
9.892638036809815738e-02,1.687116564417177889e-01,7.822085889570552786e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.802147239263803546e-01,3.182515337423312829e-01,2.162576687116564422e-01
9.892638036809815738e-02,1.694785276073619562e-01,7.822085889570552786e-02,9.202453987730060958e-02,6.748466257668711554e-02,1.802147239263803546e-01,3.182515337423312829e-01,2.162576687116564422e-01
